model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Swallow-8B-bf16,bf16,6,F6-17,full,mid,20260905,0,machine,False,0.8182,14,1822.8,results_swallow/raw/Swallow-8B-bf16/F6-17__full.txt,0.2727,0.0,0.0,format_error,休憩,field,なし,,0,,,,,,,,,,3070,3105,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:32,81,,
Swallow-8B-bf16,bf16,6,F6-17,v0,mid,20260905,0,machine,False,0.4667,15,1884.9,results_swallow/raw/Swallow-8B-bf16/F6-17__v0.txt,0.0667,0.0667,0.0,format_error,購入,field,C-0088,,0,,,,,,,,,,1845,1877,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:32,81,,
Swallow-8B-bf16,bf16,6,F6-13,v0,plain,20260905,1,machine,True,0.9091,59,6429.7,results_swallow/raw/Swallow-8B-bf16/F6-13__v0.txt,0.3485,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1823,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:32,81,,
Swallow-8B-bf16,bf16,6,F6-16,full,mid,20260905,1,machine,True,0.9333,40,4498.1,results_swallow/raw/Swallow-8B-bf16/F6-16__full.txt,0.5111,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3065,3102,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:33,81,,
Swallow-8B-bf16,bf16,6,F6-15,full,plain,20260905,1,machine,True,0.9231,57,6279.7,results_swallow/raw/Swallow-8B-bf16/F6-15__full.txt,0.4308,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3053,3095,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:33,81,,
Swallow-8B-bf16,bf16,6,F6-18,full,mid,20260905,0,machine,False,0.4667,15,2095.7,results_swallow/raw/Swallow-8B-bf16/F6-18__full.txt,0.0667,0.0667,0.0,format_error,購入,field,C-0075,,0,,,,,,,,,,3067,3096,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:33,81,,
Swallow-8B-bf16,bf16,6,F6-16,v1,mid,20260905,1,machine,True,0.7907,37,4374.8,results_swallow/raw/Swallow-8B-bf16/F6-16__v1.txt,0.3488,0.0233,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1314,1313,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:34,81,,
Swallow-8B-bf16,bf16,6,F6-18,v0,mid,20260905,0,machine,False,0.4667,15,2144.6,results_swallow/raw/Swallow-8B-bf16/F6-18__v0.txt,0.0667,0.0667,0.0,format_error,購入,field,C-0075,,0,,,,,,,,,,1847,1872,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:34,81,,
Swallow-8B-bf16,bf16,6,F6-19,full,mid,20260905,0,machine,False,0.8182,14,2082.7,results_swallow/raw/Swallow-8B-bf16/F6-19__full.txt,0.2727,0.0,0.0,format_error,休憩,field,なし,,0,,,,,,,,,,3057,3088,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:34,81,,
Swallow-8B-bf16,bf16,6,F6-19,v0,mid,20260905,0,machine,False,0.5,14,2108.9,results_swallow/raw/Swallow-8B-bf16/F6-19__v0.txt,0.0714,0.0714,0.0,format_error,購入,field,P-614,,0,,,,,,,,,,1838,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:35,81,,
Swallow-8B-bf16,bf16,6,F6-20,full,mid,20260905,0,machine,False,0.8182,14,2108.0,results_swallow/raw/Swallow-8B-bf16/F6-20__full.txt,0.2727,0.0,0.0,format_error,休憩,field,なし,,0,,,,,,,,,,3054,3091,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:36,81,,
Swallow-8B-bf16,bf16,6,F6-17,v1,mid,20260905,1,machine,True,0.7907,37,4609.0,results_swallow/raw/Swallow-8B-bf16/F6-17__v1.txt,0.3488,0.0233,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1313,1312,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:36,81,,
Swallow-8B-bf16,bf16,6,F6-21,full,mid,20260905,0,machine,False,0.8182,13,2026.8,results_swallow/raw/Swallow-8B-bf16/F6-21__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3072,3108,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:36,81,,
Swallow-8B-bf16,bf16,6,F6-20,v0,mid,20260905,0,machine,False,0.4667,15,2149.6,results_swallow/raw/Swallow-8B-bf16/F6-20__v0.txt,0.0667,0.0667,0.0,format_error,購入,field,C-0012,,0,,,,,,,,,,1829,1859,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:36,81,,
Swallow-8B-bf16,bf16,6,F6-18,v1,mid,20260905,1,machine,True,0.7907,38,4908.2,results_swallow/raw/Swallow-8B-bf16/F6-18__v1.txt,0.3256,0.0233,0.0,lines,購入,field,C-0075,,0,,,,,,,,,,1316,1315,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:37,81,,
Swallow-8B-bf16,bf16,6,F6-22,full,mid,20260905,0,machine,False,0.8182,13,1844.9,results_swallow/raw/Swallow-8B-bf16/F6-22__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3085,3126,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:37,81,,
Swallow-8B-bf16,bf16,6,F6-19,v1,mid,20260905,1,machine,True,0.8947,35,4496.8,results_swallow/raw/Swallow-8B-bf16/F6-19__v1.txt,0.3684,0.0263,0.0,lines,購入,field,D,,0,,,,,,,,,,1313,1312,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:38,81,,
Swallow-8B-bf16,bf16,6,F6-21,v1,mid,20260905,1,machine,True,0.7037,23,2707.0,results_swallow/raw/Swallow-8B-bf16/F6-21__v1.txt,0.2963,0.037,0.0,lines,移動,field,P-706,,0,,,,,,,,,,1332,1340,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:38,81,,
Swallow-8B-bf16,bf16,6,F6-21,v0,mid,20260905,1,machine,True,0.9167,29,3250.8,results_swallow/raw/Swallow-8B-bf16/F6-21__v0.txt,0.5,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1843,1875,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:38,81,,
Swallow-8B-bf16,bf16,6,F6-20,v1,mid,20260905,1,machine,True,0.7907,37,4314.4,results_swallow/raw/Swallow-8B-bf16/F6-20__v1.txt,0.3488,0.0233,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1310,1308,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:38,81,,
Swallow-8B-bf16,bf16,6,F6-23,full,mid,20260905,0,machine,False,0.8182,13,1489.2,results_swallow/raw/Swallow-8B-bf16/F6-23__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3065,3107,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:38,81,,
Swallow-8B-bf16,bf16,6,F6-22,v0,mid,20260905,1,machine,True,0.9091,27,3506.6,results_swallow/raw/Swallow-8B-bf16/F6-22__v0.txt,0.5152,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1857,1895,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:40,81,,
Swallow-8B-bf16,bf16,6,F6-22,v1,mid,20260905,1,machine,True,0.9189,31,3923.2,results_swallow/raw/Swallow-8B-bf16/F6-22__v1.txt,0.3243,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1338,1344,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:40,81,,
Swallow-8B-bf16,bf16,6,F6-23,v1,mid,20260905,1,machine,True,0.7037,23,2757.4,results_swallow/raw/Swallow-8B-bf16/F6-23__v1.txt,0.2963,0.037,0.0,lines,移動,field,P-708,,0,,,,,,,,,,1330,1335,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:41,81,,
Swallow-8B-bf16,bf16,6,F6-23,v0,mid,20260905,1,machine,True,0.9167,29,3618.0,results_swallow/raw/Swallow-8B-bf16/F6-23__v0.txt,0.4444,0.0,0.0,lines,移動,field,なし,,0,,,,,,,,,,1845,1878,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:41,81,,
Swallow-8B-bf16,bf16,6,F6-24,full,mid,20260905,1,machine,True,0.8889,23,3177.7,results_swallow/raw/Swallow-8B-bf16/F6-24__full.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3077,3116,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:41,81,,
Swallow-8B-bf16,bf16,6,F6-24,v0,mid,20260905,1,machine,True,0.8889,23,3182.8,results_swallow/raw/Swallow-8B-bf16/F6-24__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1856,1888,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:41,81,,
Swallow-8B-bf16,bf16,6,F6-25,v0,mid,20260905,1,machine,True,0.8889,23,2459.9,results_swallow/raw/Swallow-8B-bf16/F6-25__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1855,1887,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:42,81,,
Swallow-8B-bf16,bf16,6,F6-25,full,mid,20260905,1,machine,True,0.9118,33,4071.1,results_swallow/raw/Swallow-8B-bf16/F6-25__full.txt,0.2941,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3078,3114,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:42,81,,
Swallow-8B-bf16,bf16,6,F6-27,full,mid,20260905,0,machine,False,0.8182,13,1233.7,results_swallow/raw/Swallow-8B-bf16/F6-27__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3085,3124,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:43,81,,
Swallow-8B-bf16,bf16,6,F6-26,v0,mid,20260905,1,machine,True,0.8889,23,2346.5,results_swallow/raw/Swallow-8B-bf16/F6-26__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1859,1895,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:43,81,,
Swallow-8B-bf16,bf16,6,F6-24,v1,mid,20260905,1,machine,True,0.92,44,5104.3,results_swallow/raw/Swallow-8B-bf16/F6-24__v1.txt,0.48,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1342,1350,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:43,81,,
Swallow-8B-bf16,bf16,6,F6-27,v0,mid,20260905,1,machine,True,0.8889,23,2217.4,results_swallow/raw/Swallow-8B-bf16/F6-27__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1860,1895,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:44,81,,
Swallow-8B-bf16,bf16,6,F6-25,v1,mid,20260905,1,machine,True,0.9412,47,4594.9,results_swallow/raw/Swallow-8B-bf16/F6-25__v1.txt,0.3529,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1339,1346,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:45,81,,
Swallow-8B-bf16,bf16,6,F6-26,v1,mid,20260905,1,machine,True,0.7959,41,3792.1,results_swallow/raw/Swallow-8B-bf16/F6-26__v1.txt,0.3878,0.0204,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1337,1342,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:45,81,,
Swallow-8B-bf16,bf16,6,F6-28,v0,mid,20260905,1,machine,True,0.8889,23,2099.6,results_swallow/raw/Swallow-8B-bf16/F6-28__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1853,1884,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:46,81,,
Swallow-8B-bf16,bf16,6,F6-27,v1,mid,20260905,1,machine,True,0.7959,41,3883.2,results_swallow/raw/Swallow-8B-bf16/F6-27__v1.txt,0.3878,0.0204,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1338,1343,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:46,81,,
Swallow-8B-bf16,bf16,6,F6-26,full,mid,20260905,1,machine,True,0.9167,64,6244.1,results_swallow/raw/Swallow-8B-bf16/F6-26__full.txt,0.3472,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3084,3123,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:47,81,,
Swallow-8B-bf16,bf16,6,F6-29,v0,mid,20260905,1,machine,True,0.8889,23,2203.9,results_swallow/raw/Swallow-8B-bf16/F6-29__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1853,1884,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:47,81,,
Swallow-8B-bf16,bf16,6,F6-30,full,mid,20260905,0,machine,False,0.8182,13,1413.2,results_swallow/raw/Swallow-8B-bf16/F6-30__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3074,3108,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:47,81,,
Swallow-8B-bf16,bf16,6,F6-28,v1,mid,20260905,1,machine,True,0.7959,41,4234.0,results_swallow/raw/Swallow-8B-bf16/F6-28__v1.txt,0.3878,0.0204,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,1338,1341,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:48,81,,
Swallow-8B-bf16,bf16,6,F6-28,full,mid,20260905,1,machine,True,0.9265,57,5566.0,results_swallow/raw/Swallow-8B-bf16/F6-28__full.txt,0.4412,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3079,3117,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:48,81,,
Swallow-8B-bf16,bf16,6,F6-30,v0,mid,20260905,1,machine,True,0.8889,23,2601.9,results_swallow/raw/Swallow-8B-bf16/F6-30__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1848,1878,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:49,81,,
Swallow-8B-bf16,bf16,6,F6-29,v1,mid,20260905,1,machine,True,0.7959,41,4254.1,results_swallow/raw/Swallow-8B-bf16/F6-29__v1.txt,0.3878,0.0204,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,1338,1341,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:49,81,,
Swallow-8B-bf16,bf16,6,F6-32,full,tail,20260905,0,machine,False,0.8182,13,1466.1,results_swallow/raw/Swallow-8B-bf16/F6-32__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3054,3098,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:50,81,,
Swallow-8B-bf16,bf16,6,F6-30,v1,mid,20260905,1,machine,True,0.7368,34,3646.7,results_swallow/raw/Swallow-8B-bf16/F6-30__v1.txt,0.3684,0.0263,0.0,lines,購入,field,C-0002,,0,,,,,,,,,,1334,1342,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:50,81,,
Swallow-8B-bf16,bf16,6,F6-31,full,tail,20260905,1,machine,True,0.9118,33,3587.3,results_swallow/raw/Swallow-8B-bf16/F6-31__full.txt,0.2941,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3056,3096,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:51,81,,
Swallow-8B-bf16,bf16,6,F6-29,full,mid,20260905,1,machine,True,0.9167,64,6450.7,results_swallow/raw/Swallow-8B-bf16/F6-29__full.txt,0.3472,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3079,3117,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:51,81,,
Swallow-8B-bf16,bf16,6,F6-31,v0,tail,20260905,1,machine,True,0.9231,35,3849.2,results_swallow/raw/Swallow-8B-bf16/F6-31__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1827,1864,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:51,81,,
Swallow-8B-bf16,bf16,6,F6-31,v1,tail,20260905,1,machine,True,0.8889,34,3802.0,results_swallow/raw/Swallow-8B-bf16/F6-31__v1.txt,0.3333,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1310,1318,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:52,81,,
Swallow-8B-bf16,bf16,6,F6-33,full,tail,20260905,0,machine,False,0.8182,13,1978.8,results_swallow/raw/Swallow-8B-bf16/F6-33__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3069,3114,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:52,81,,
Swallow-8B-bf16,bf16,6,F6-32,v0,tail,20260905,1,machine,True,0.8889,23,2813.0,results_swallow/raw/Swallow-8B-bf16/F6-32__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1834,1868,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:52,81,,
Swallow-8B-bf16,bf16,6,F6-34,full,tail,20260905,0,machine,False,0.8182,13,1976.7,results_swallow/raw/Swallow-8B-bf16/F6-34__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3062,3108,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:53,81,,
Swallow-8B-bf16,bf16,6,F6-33,v0,tail,20260905,1,machine,True,0.8889,23,2768.4,results_swallow/raw/Swallow-8B-bf16/F6-33__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1841,1882,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:53,81,,
Swallow-8B-bf16,bf16,6,F6-32,v1,tail,20260905,1,machine,True,0.8889,34,3807.7,results_swallow/raw/Swallow-8B-bf16/F6-32__v1.txt,0.3333,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1308,1314,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:53,81,,
Swallow-8B-bf16,bf16,6,F6-34,v0,tail,20260905,1,machine,True,0.8889,23,2878.4,results_swallow/raw/Swallow-8B-bf16/F6-34__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1833,1872,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:54,81,,
Swallow-8B-bf16,bf16,6,F6-35,v0,tail,20260905,1,machine,True,0.8889,23,2499.4,results_swallow/raw/Swallow-8B-bf16/F6-35__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1828,1865,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:54,81,,
Swallow-8B-bf16,bf16,6,F6-33,v1,tail,20260905,1,machine,True,0.7959,44,4830.8,results_swallow/raw/Swallow-8B-bf16/F6-33__v1.txt,0.3061,0.0204,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1316,1323,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:55,81,,
Swallow-8B-bf16,bf16,6,F6-34,v1,tail,20260905,1,machine,True,0.7917,41,3955.3,results_swallow/raw/Swallow-8B-bf16/F6-34__v1.txt,0.3125,0.0208,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,1318,1323,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:55,81,,
Swallow-8B-bf16,bf16,6,F6-37,full,tail,20260905,0,machine,False,0.8182,13,1225.1,results_swallow/raw/Swallow-8B-bf16/F6-37__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3060,3105,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:55,81,,
Swallow-8B-bf16,bf16,6,F6-36,v0,tail,20260905,1,machine,True,0.8889,23,2488.4,results_swallow/raw/Swallow-8B-bf16/F6-36__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1838,1877,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:56,81,,
Swallow-8B-bf16,bf16,6,F6-35,full,tail,20260905,1,machine,True,0.9375,43,4756.0,results_swallow/raw/Swallow-8B-bf16/F6-35__full.txt,0.3958,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3056,3099,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:56,81,,
Swallow-8B-bf16,bf16,6,F6-35,v1,tail,20260905,1,machine,True,0.7959,44,4394.1,results_swallow/raw/Swallow-8B-bf16/F6-35__v1.txt,0.3061,0.0204,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1315,1320,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:57,81,,
Swallow-8B-bf16,bf16,6,F6-36,v1,tail,20260905,1,machine,True,0.9062,34,3492.2,results_swallow/raw/Swallow-8B-bf16/F6-36__v1.txt,0.3125,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1310,1319,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:57,81,,
Swallow-8B-bf16,bf16,6,F6-38,full,tail,20260905,0,machine,False,0.8182,13,1682.0,results_swallow/raw/Swallow-8B-bf16/F6-38__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3070,3116,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:57,81,,
Swallow-8B-bf16,bf16,6,F6-36,full,tail,20260905,1,machine,True,0.9375,43,4883.5,results_swallow/raw/Swallow-8B-bf16/F6-36__full.txt,0.3958,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3059,3105,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:58,81,,
Swallow-8B-bf16,bf16,6,F6-37,v0,tail,20260905,1,machine,True,0.8889,23,2878.1,results_swallow/raw/Swallow-8B-bf16/F6-37__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1838,1876,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:58,81,,
Swallow-8B-bf16,bf16,6,F6-38,v0,tail,20260905,1,machine,True,0.8889,23,3182.7,results_swallow/raw/Swallow-8B-bf16/F6-38__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1842,1885,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:59,81,,
Swallow-8B-bf16,bf16,6,F6-39,full,tail,20260905,0,machine,False,0.8182,13,2064.2,results_swallow/raw/Swallow-8B-bf16/F6-39__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3061,3100,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:09:59,81,,
Swallow-8B-bf16,bf16,6,F6-37,v1,tail,20260905,1,machine,True,0.9032,33,4376.9,results_swallow/raw/Swallow-8B-bf16/F6-37__v1.txt,0.2903,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1315,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:00,81,,
Swallow-8B-bf16,bf16,6,F6-38,v1,tail,20260905,1,machine,True,0.7568,32,3765.2,results_swallow/raw/Swallow-8B-bf16/F6-38__v1.txt,0.3784,0.027,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1315,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:00,81,,
Swallow-8B-bf16,bf16,6,F6-39,v0,tail,20260905,1,machine,True,0.8889,23,3173.7,results_swallow/raw/Swallow-8B-bf16/F6-39__v0.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1834,1868,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:00,81,,
Swallow-8B-bf16,bf16,6,F6-41,full,tail,20260905,0,machine,False,0.8182,13,1816.5,results_swallow/raw/Swallow-8B-bf16/F6-41__full.txt,0.2727,0.0,0.0,format_error,待機,field,なし,,0,,,,,,,,,,3142,3187,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:01,81,,
Swallow-8B-bf16,bf16,6,F6-40,full,tail,20260905,1,machine,True,0.8966,25,3280.4,results_swallow/raw/Swallow-8B-bf16/F6-40__full.txt,0.3793,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,3133,3172,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:01,81,,
Swallow-8B-bf16,bf16,6,F6-39,v1,tail,20260905,1,machine,True,0.7805,33,4365.2,results_swallow/raw/Swallow-8B-bf16/F6-39__v1.txt,0.3902,0.0244,0.0,lines,購入,field,C-0210,,0,,,,,,,,,,1317,1320,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:02,81,,
Swallow-8B-bf16,bf16,6,F6-40,v0,tail,20260905,1,machine,True,0.9032,26,3426.5,results_swallow/raw/Swallow-8B-bf16/F6-40__v0.txt,0.4194,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,1878,1915,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:02,81,,
Swallow-8B-bf16,bf16,6,F6-40,v1,tail,20260905,1,machine,True,0.9032,27,3448.4,results_swallow/raw/Swallow-8B-bf16/F6-40__v1.txt,0.4194,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,1354,1368,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:02,81,,
Swallow-8B-bf16,bf16,6,F6-41,v0,tail,20260905,1,machine,True,0.9091,30,3271.7,results_swallow/raw/Swallow-8B-bf16/F6-41__v0.txt,0.4848,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,1884,1925,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:03,81,,
Swallow-8B-bf16,bf16,6,F6-41,v1,tail,20260905,1,machine,True,0.9,29,3366.2,results_swallow/raw/Swallow-8B-bf16/F6-41__v1.txt,0.4,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1356,1368,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:04,81,,
Swallow-8B-bf16,bf16,6,F6-42,full,tail,20260905,1,machine,True,0.9211,30,3428.8,results_swallow/raw/Swallow-8B-bf16/F6-42__full.txt,0.4474,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3122,3166,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:04,81,,
