model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Qwen3-8B-int8,int8,6,F6-06,full,plain,20260905,1,machine,True,0.6538,26,1595.9,raw/Qwen3-8B-int8/F6-06__full.txt,0.1923,0.0385,0.0,lines,移動,field,C-0007,,0,,,,,,,,,,3117,3096,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:40,81,,
Qwen3-8B-int8,int8,6,F6-06,v0,plain,20260905,1,machine,True,0.7,29,1497.8,raw/Qwen3-8B-int8/F6-06__v0.txt,0.2,0.0333,0.0,lines,移動,field,C-0007,,0,,,,,,,,,,1856,1863,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:40,81,,
Qwen3-8B-int8,int8,6,F6-06,v1,plain,20260905,1,machine,True,0.6897,29,1587.4,raw/Qwen3-8B-int8/F6-06__v1.txt,0.2414,0.0345,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1318,1314,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:40,81,,
Qwen3-8B-int8,int8,6,F6-07,full,plain,20260905,1,machine,True,0.8846,27,1636.4,raw/Qwen3-8B-int8/F6-07__full.txt,0.3077,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3121,3101,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:40,81,,
Qwen3-8B-int8,int8,6,F6-07,v0,plain,20260905,1,machine,True,0.7,31,1740.6,raw/Qwen3-8B-int8/F6-07__v0.txt,0.2,0.0333,0.0,lines,移動,field,C-0013,,0,,,,,,,,,,1853,1862,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-14B-int8,int8,6,F6-01,v0,plain,20260905,1,machine,True,0.9268,33,1931.7,raw/Qwen3-14B-int8/F6-01__v0.txt,0.439,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1858,1871,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-14B-int8,int8,6,F6-02,full,plain,20260905,1,machine,True,0.925,32,1897.1,raw/Qwen3-14B-int8/F6-02__full.txt,0.4,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3129,3115,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-14B-int8,int8,6,F6-01,v1,plain,20260905,1,machine,True,0.8571,33,1928.2,raw/Qwen3-14B-int8/F6-01__v1.txt,0.3143,0.0571,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1326,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-8B-int8,int8,6,F6-08,full,plain,20260905,1,machine,True,0.8929,27,1523.9,raw/Qwen3-8B-int8/F6-08__full.txt,0.3571,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,3113,3095,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-8B-int8,int8,6,F6-07,v1,plain,20260905,1,machine,True,0.7,32,1760.0,raw/Qwen3-8B-int8/F6-07__v1.txt,0.2333,0.0333,0.0,lines,移動,field,C-0011,,0,,,,,,,,,,1324,1318,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-14B-int8,int8,6,F6-01,full,plain,20260905,1,machine,True,0.8947,42,3153.1,raw/Qwen3-14B-int8/F6-01__full.txt,0.2632,0.0263,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,3128,3111,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-8B-int8,int8,6,F6-08,v1,plain,20260905,1,machine,True,0.7429,32,1439.5,raw/Qwen3-8B-int8/F6-08__v1.txt,0.3714,0.0286,0.0,lines,待機,field,C-0004,,0,,,,,,,,,,1320,1318,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-8B-int8,int8,6,F6-08,v0,plain,20260905,1,machine,True,0.7568,38,1878.1,raw/Qwen3-8B-int8/F6-08__v0.txt,0.2162,0.027,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1853,1863,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-14B-int8,int8,4,F4-03,main,,20260905,1,machine,True,0.9467,121,6033.3,raw/Qwen3-14B-int8/F4-03__main.txt,0.46,0.0,0.0,lines,休憩,fallback,,,0,,,,,,0.0,1.0,,,1080,1078,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:41,81,,
Qwen3-8B-int8,int8,6,F6-09,full,plain,20260905,1,machine,True,0.8929,29,1649.8,raw/Qwen3-8B-int8/F6-09__full.txt,0.2857,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3115,3094,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:42,81,,
Qwen3-8B-int8,int8,6,F6-09,v0,plain,20260905,1,machine,True,0.8929,29,1494.7,raw/Qwen3-8B-int8/F6-09__v0.txt,0.2857,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1854,1863,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:42,81,,
Qwen3-8B-int8,int8,6,F6-09,v1,plain,20260905,1,machine,True,0.8929,29,1585.0,raw/Qwen3-8B-int8/F6-09__v1.txt,0.2857,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1319,1315,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:42,81,,
Qwen3-14B-int8,int8,6,F6-02,v0,plain,20260905,1,machine,True,0.7805,38,2515.0,raw/Qwen3-14B-int8/F6-02__v0.txt,0.3902,0.0244,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1863,1880,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:42,81,,
Qwen3-8B-int8,int8,6,F6-10,full,plain,20260905,1,machine,True,0.7273,32,1752.6,raw/Qwen3-8B-int8/F6-10__full.txt,0.2424,0.0303,0.0,lines,移動,field,C-0056,,0,,,,,,,,,,3116,3097,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:42,81,,
Qwen3-8B-int8,int8,6,F6-10,v0,plain,20260905,1,machine,True,0.7,31,1538.9,raw/Qwen3-8B-int8/F6-10__v0.txt,0.2333,0.0333,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,1851,1864,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:42,81,,
Qwen3-14B-int8,int8,5,F5-06,main,,20260905,0,machine,True,0.6053,74,5048.6,raw/Qwen3-14B-int8/F5-06__main.txt,0.1316,0.0263,0.0,lines,,none,,許可,0,,True,,,,,,True,False,1027,1032,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-8B-int8,int8,6,F6-10,v1,plain,20260905,1,machine,True,0.7632,38,1800.6,raw/Qwen3-8B-int8/F6-10__v1.txt,0.3158,0.0263,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,1319,1320,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-8B-int8,int8,6,F6-11,v0,plain,20260905,1,machine,True,0.6786,29,1547.7,raw/Qwen3-8B-int8/F6-11__v0.txt,0.2143,0.0357,0.0,lines,購入,field,C-0031,,0,,,,,,,,,,1855,1865,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-8B-int8,int8,6,F6-11,v1,plain,20260905,1,machine,True,0.8846,27,1248.2,raw/Qwen3-8B-int8/F6-11__v1.txt,0.3077,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-8B-int8,int8,6,F6-11,full,plain,20260905,1,machine,True,0.7429,34,1827.6,raw/Qwen3-8B-int8/F6-11__full.txt,0.2,0.0286,0.0,lines,移動,field,C-0031,,0,,,,,,,,,,3116,3098,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-14B-int8,int8,6,F6-03,v1,plain,20260905,1,machine,True,0.9062,30,1936.5,raw/Qwen3-14B-int8/F6-03__v1.txt,0.375,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1324,1321,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-8B-int8,int8,6,F6-12,full,plain,20260905,1,machine,True,0.7097,31,1722.1,raw/Qwen3-8B-int8/F6-12__full.txt,0.2581,0.0323,0.0,lines,購入,field,C-0075,,0,,,,,,,,,,3129,3104,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-8B-int8,int8,6,F6-12,v0,plain,20260905,1,machine,True,0.8929,27,1439.5,raw/Qwen3-8B-int8/F6-12__v0.txt,0.3214,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1866,1872,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:43,81,,
Qwen3-14B-int8,int8,6,F6-02,v1,plain,20260905,1,machine,True,0.7368,38,2965.2,raw/Qwen3-14B-int8/F6-02__v1.txt,0.3684,0.0263,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:44,81,,
Qwen3-14B-int8,int8,6,F6-03,v0,plain,20260905,1,machine,True,0.9111,39,3021.8,raw/Qwen3-14B-int8/F6-03__v0.txt,0.4,0.0222,0.0,lines,移動,field,なし,,0,,,,,,,,,,1855,1866,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:44,81,,
Qwen3-8B-int8,int8,6,F6-12,v1,plain,20260905,1,machine,True,0.9,28,1573.8,raw/Qwen3-8B-int8/F6-12__v1.txt,0.4,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1327,1323,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:44,81,,
Qwen3-14B-int8,int8,6,F6-04,full,plain,20260905,1,machine,True,0.925,37,2519.8,raw/Qwen3-14B-int8/F6-04__full.txt,0.375,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3122,3100,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:44,81,,
Qwen3-14B-int8,int8,6,F6-03,full,plain,20260905,1,machine,True,0.7692,43,3390.7,raw/Qwen3-14B-int8/F6-03__full.txt,0.2051,0.0256,0.0,lines,購入,field,C-0043,,0,,,,,,,,,,3120,3102,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:44,81,,
Qwen3-8B-int8,int8,6,F6-13,full,plain,20260905,1,machine,True,0.6667,29,1679.6,raw/Qwen3-8B-int8/F6-13__full.txt,0.2222,0.037,0.0,lines,購入,field,C-0190,,0,,,,,,,,,,3115,3095,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:44,81,,
Qwen3-8B-int8,int8,6,F6-13,v0,plain,20260905,1,machine,True,0.6667,29,1503.2,raw/Qwen3-8B-int8/F6-13__v0.txt,0.2222,0.037,0.0,lines,購入,field,C-0190,,0,,,,,,,,,,1851,1863,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:44,81,,
Qwen3-8B-int8,int8,6,F6-13,v1,plain,20260905,1,machine,True,0.7429,33,1786.6,raw/Qwen3-8B-int8/F6-13__v1.txt,0.2571,0.0286,0.0,lines,移動,field,C-0180,,0,,,,,,,,,,1320,1319,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-8B-int8,int8,6,F6-14,v0,plain,20260905,1,machine,True,0.9,31,1594.6,raw/Qwen3-8B-int8/F6-14__v0.txt,0.3333,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1849,1860,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-8B-int8,int8,6,F6-14,full,plain,20260905,1,machine,True,0.7353,34,1808.9,raw/Qwen3-8B-int8/F6-14__full.txt,0.2647,0.0294,0.0,lines,購入,field,C-0135,,0,,,,,,,,,,3114,3095,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-8B-int8,int8,6,F6-14,v1,plain,20260905,1,machine,True,0.7,28,1331.2,raw/Qwen3-8B-int8/F6-14__v1.txt,0.2333,0.0333,0.0,lines,移動,field,C-0136,,0,,,,,,,,,,1320,1318,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-14B-int8,int8,5,F5-05,main,,20260905,0,machine,True,0.5893,106,7334.7,raw/Qwen3-14B-int8/F5-05__main.txt,0.1875,0.0357,0.0,lines,,none,C-0117,許可,0,,True,,,,,,True,False,1028,1032,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-14B-int8,int8,6,F6-04,v0,plain,20260905,1,machine,True,0.9111,39,2792.7,raw/Qwen3-14B-int8/F6-04__v0.txt,0.4,0.0222,0.0,lines,移動,field,なし,,0,,,,,,,,,,1857,1864,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-14B-int8,int8,6,F6-04,v1,plain,20260905,1,machine,True,0.9062,33,2464.9,raw/Qwen3-14B-int8/F6-04__v1.txt,0.3438,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1327,1320,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-8B-int8,int8,6,F6-15,full,plain,20260905,1,machine,True,0.6786,30,1730.6,raw/Qwen3-8B-int8/F6-15__full.txt,0.2143,0.0357,0.0,lines,移動,field,C-0061,,0,,,,,,,,,,3116,3095,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-8B-int8,int8,6,F6-15,v0,plain,20260905,1,machine,True,0.8846,26,1452.2,raw/Qwen3-8B-int8/F6-15__v0.txt,0.3462,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1854,1865,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:45,81,,
Qwen3-8B-int8,int8,6,F6-15,v1,plain,20260905,1,machine,True,0.6538,28,1587.2,raw/Qwen3-8B-int8/F6-15__v1.txt,0.1538,0.0385,0.0,lines,待機,field,C-0060,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-8B-int8,int8,6,F6-17,full,mid,20260905,1,machine,True,0.6538,27,1399.6,raw/Qwen3-8B-int8/F6-17__full.txt,0.1923,0.0385,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,3133,3105,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-8B-int8,int8,6,F6-16,full,mid,20260905,1,machine,True,0.6875,35,1795.6,raw/Qwen3-8B-int8/F6-16__full.txt,0.125,0.0625,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,3130,3102,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-14B-int8,int8,6,F6-05,v0,plain,20260905,1,machine,True,0.9143,32,2536.7,raw/Qwen3-14B-int8/F6-05__v0.txt,0.3714,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1850,1860,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-14B-int8,int8,6,F6-06,full,plain,20260905,1,machine,True,0.9118,30,2272.5,raw/Qwen3-14B-int8/F6-06__full.txt,0.3529,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3117,3096,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-14B-int8,int8,6,F6-05,full,plain,20260905,1,machine,True,0.9268,40,3234.2,raw/Qwen3-14B-int8/F6-05__full.txt,0.4634,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3115,3096,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-8B-int8,int8,6,F6-16,v1,mid,20260905,1,machine,True,0.6774,33,1795.8,raw/Qwen3-8B-int8/F6-16__v1.txt,0.1613,0.0645,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,1325,1313,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-8B-int8,int8,6,F6-16,v0,mid,20260905,1,machine,True,0.7143,35,1839.0,raw/Qwen3-8B-int8/F6-16__v0.txt,0.2,0.0571,0.0,lines,移動,field,C-0118,,0,,,,,,,,,,1868,1869,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-8B-int8,int8,6,F6-17,v0,mid,20260905,1,machine,True,0.7353,33,1713.5,raw/Qwen3-8B-int8/F6-17__v0.txt,0.2353,0.0294,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1875,1877,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:46,81,,
Qwen3-8B-int8,int8,6,F6-18,full,mid,20260905,1,machine,True,0.6538,27,1266.3,raw/Qwen3-8B-int8/F6-18__full.txt,0.1923,0.0385,0.0,lines,購入,field,C-0075,,0,,,,,,,,,,3132,3096,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:47,81,,
Qwen3-8B-int8,int8,6,F6-17,v1,mid,20260905,1,machine,True,0.7353,32,1461.0,raw/Qwen3-8B-int8/F6-17__v1.txt,0.3529,0.0294,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1324,1312,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:47,81,,
Qwen3-14B-int8,int8,6,F6-06,v1,plain,20260905,1,machine,True,0.8846,24,2100.8,raw/Qwen3-14B-int8/F6-06__v1.txt,0.3462,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1318,1314,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:47,81,,
Qwen3-8B-int8,int8,6,F6-18,v0,mid,20260905,1,machine,True,0.6897,30,1529.0,raw/Qwen3-8B-int8/F6-18__v0.txt,0.2414,0.0345,0.0,lines,購入,field,C-0075,,0,,,,,,,,,,1877,1872,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:47,81,,
Qwen3-14B-int8,int8,6,F6-06,v0,plain,20260905,1,machine,True,0.9167,40,3238.7,raw/Qwen3-14B-int8/F6-06__v0.txt,0.4792,0.0208,0.0,lines,移動,field,なし,,0,,,,,,,,,,1856,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:47,81,,
Qwen3-14B-int8,int8,6,F6-05,v1,plain,20260905,1,machine,True,0.9216,44,3609.9,raw/Qwen3-14B-int8/F6-05__v1.txt,0.4314,0.0196,0.0,lines,待機,field,なし,,0,,,,,,,,,,1318,1318,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:47,81,,
Qwen3-8B-int8,int8,6,F6-19,full,mid,20260905,1,machine,True,0.7097,31,1636.0,raw/Qwen3-8B-int8/F6-19__full.txt,0.1935,0.0323,0.0,lines,移動,field,C-0030,,0,,,,,,,,,,3119,3088,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-8B-int8,int8,6,F6-18,v1,mid,20260905,1,machine,True,0.7273,32,1657.8,raw/Qwen3-8B-int8/F6-18__v1.txt,0.2424,0.0303,0.0,lines,購入,field,C-0076,,0,,,,,,,,,,1327,1315,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-8B-int8,int8,6,F6-19,v1,mid,20260905,1,machine,True,0.8846,29,1459.5,raw/Qwen3-8B-int8/F6-19__v1.txt,0.2308,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1323,1312,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-8B-int8,int8,6,F6-19,v0,mid,20260905,1,machine,True,0.7273,33,1800.5,raw/Qwen3-8B-int8/F6-19__v0.txt,0.2424,0.0303,0.0,lines,購入,field,C-0030,,0,,,,,,,,,,1866,1863,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-8B-int8,int8,6,F6-20,full,mid,20260905,1,machine,True,0.7097,31,1729.0,raw/Qwen3-8B-int8/F6-20__full.txt,0.1935,0.0323,0.0,lines,移動,field,C-0012,,0,,,,,,,,,,3121,3091,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-8B-int8,int8,6,F6-20,v0,mid,20260905,1,machine,True,0.7097,31,1641.8,raw/Qwen3-8B-int8/F6-20__v0.txt,0.1935,0.0323,0.0,lines,移動,field,C-0012,,0,,,,,,,,,,1861,1859,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-14B-int8,int8,6,F6-07,v0,plain,20260905,1,machine,True,0.775,41,3189.1,raw/Qwen3-14B-int8/F6-07__v0.txt,0.3,0.025,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1853,1862,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-14B-int8,int8,6,F6-07,full,plain,20260905,1,machine,True,0.7805,44,3343.3,raw/Qwen3-14B-int8/F6-07__full.txt,0.2439,0.0244,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,3121,3101,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-8B-int8,int8,6,F6-20,v1,mid,20260905,1,machine,True,0.7,33,1804.3,raw/Qwen3-8B-int8/F6-20__v1.txt,0.1333,0.0333,0.0,lines,移動,field,C-0013,,0,,,,,,,,,,1322,1308,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-14B-int8,int8,6,F6-07,v1,plain,20260905,1,machine,True,0.9118,31,2350.1,raw/Qwen3-14B-int8/F6-07__v1.txt,0.3824,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1324,1318,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:48,81,,
Qwen3-8B-int8,int8,6,F6-21,full,mid,20260905,1,machine,True,0.7188,33,1778.1,raw/Qwen3-8B-int8/F6-21__full.txt,0.1875,0.0312,0.0,lines,購入,field,C-0002,,0,,,,,,,,,,3133,3108,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:49,81,,
Qwen3-8B-int8,int8,6,F6-21,v0,mid,20260905,1,machine,True,0.875,22,1376.9,raw/Qwen3-8B-int8/F6-21__v0.txt,0.4167,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1872,1875,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:49,81,,
Qwen3-14B-int8,int8,6,F6-08,v1,plain,20260905,1,machine,True,0.9118,29,2244.3,raw/Qwen3-14B-int8/F6-08__v1.txt,0.4412,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1320,1318,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:49,81,,
Qwen3-14B-int8,int8,6,F6-08,v0,plain,20260905,1,machine,True,0.9302,37,3058.7,raw/Qwen3-14B-int8/F6-08__v0.txt,0.4419,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1853,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:49,81,,
Qwen3-14B-int8,int8,6,F6-08,full,plain,20260905,1,machine,True,0.9143,39,3210.2,raw/Qwen3-14B-int8/F6-08__full.txt,0.3143,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3113,3095,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:49,81,,
Qwen3-8B-int8,int8,6,F6-21,v1,mid,20260905,1,machine,True,0.9032,26,1682.8,raw/Qwen3-8B-int8/F6-21__v1.txt,0.3871,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1345,1340,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:49,81,,
Qwen3-14B-int8,int8,6,F6-09,full,plain,20260905,1,machine,True,0.9118,29,2240.4,raw/Qwen3-14B-int8/F6-09__full.txt,0.4118,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3115,3094,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:49,81,,
Qwen3-8B-int8,int8,6,F6-22,full,mid,20260905,1,machine,True,0.7,29,1725.9,raw/Qwen3-8B-int8/F6-22__full.txt,0.1667,0.0333,0.0,lines,移動,field,C-0088,,0,,,,,,,,,,3147,3126,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:50,81,,
Qwen3-8B-int8,int8,6,F6-23,full,mid,20260905,1,machine,True,0.6538,26,1460.7,raw/Qwen3-8B-int8/F6-23__full.txt,0.1923,0.0385,0.0,lines,移動,field,C-0007,,0,,,,,,,,,,3134,3107,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:50,81,,
Qwen3-8B-int8,int8,6,F6-22,v0,mid,20260905,1,machine,True,0.7273,31,1780.4,raw/Qwen3-8B-int8/F6-22__v0.txt,0.2121,0.0303,0.0,lines,移動,field,C-0088,,0,,,,,,,,,,1885,1895,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:50,81,,
Qwen3-8B-int8,int8,6,F6-23,v0,mid,20260905,1,machine,True,0.7097,29,1560.9,raw/Qwen3-8B-int8/F6-23__v0.txt,0.2258,0.0323,0.0,lines,移動,field,C-0007,,0,,,,,,,,,,1877,1878,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:50,81,,
Qwen3-14B-int8,int8,6,F6-09,v0,plain,20260905,1,machine,True,0.9118,29,2808.4,raw/Qwen3-14B-int8/F6-09__v0.txt,0.3529,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1854,1863,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:07:50,81,,
Qwen3-8B-int8,int8,6,F6-22,v1,mid,20260905,1,machine,True,0.775,35,2019.9,raw/Qwen3-8B-int8/F6-22__v1.txt,0.325,0.025,0.0,lines,移動,field,C-0087,,0,,,,,,,,,,1351,1344,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:50,81,,
Qwen3-8B-int8,int8,6,F6-23,v1,mid,20260905,1,machine,True,0.6897,29,1604.2,raw/Qwen3-8B-int8/F6-23__v1.txt,0.2414,0.0345,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1344,1335,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:51,81,,
Qwen3-8B-int8,int8,6,F6-24,full,mid,20260905,1,machine,True,0.9,31,1715.3,raw/Qwen3-8B-int8/F6-24__full.txt,0.2333,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3146,3116,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:07:51,81,,
