model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Swallow-8B-bf16,bf16,1,F6-14,main,,20260905,1,machine,True,0.7805,35,2846.6,results_2line/raw/Swallow-8B-bf16/F6-14__main.txt,0.3415,0.0244,0.0,lines,移動,field,C-0135,,0,,,,,,,,,,1328,1335,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:16,81,,
Swallow-8B-bf16,bf16,1,F6-16,main,,20260905,1,machine,True,0.7805,35,2836.0,results_2line/raw/Swallow-8B-bf16/F6-16__main.txt,0.3171,0.0244,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1333,1330,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:17,81,,
Swallow-8B-bf16,bf16,1,F6-17,main,,20260905,1,machine,True,0.9189,33,2576.9,results_2line/raw/Swallow-8B-bf16/F6-17__main.txt,0.4054,0.0,0.0,lines,移動,field,,,0,,,,,,,,,,1332,1328,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:17,81,,
Swallow-8B-bf16,bf16,1,F6-21,main,,20260905,1,machine,True,0.7037,22,1757.3,results_2line/raw/Swallow-8B-bf16/F6-21__main.txt,0.2963,0.037,0.0,lines,移動,field,,,0,,,,,,,,,,1351,1357,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:17,81,,
Swallow-8B-bf16,bf16,1,F6-19,main,,20260905,1,machine,True,0.8889,32,2574.7,results_2line/raw/Swallow-8B-bf16/F6-19__main.txt,0.3611,0.0278,0.0,lines,移動,field,,,0,,,,,,,,,,1332,1328,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:17,81,,
Swallow-8B-bf16,bf16,1,F6-20,main,,20260905,1,machine,True,0.8947,33,2631.4,results_2line/raw/Swallow-8B-bf16/F6-20__main.txt,0.3947,0.0263,0.0,lines,移動,field,,,0,,,,,,,,,,1329,1325,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:17,81,,
Swallow-8B-bf16,bf16,1,F6-22,main,,20260905,1,machine,True,0.7037,22,1758.1,results_2line/raw/Swallow-8B-bf16/F6-22__main.txt,0.2963,0.037,0.0,lines,移動,field,,,0,,,,,,,,,,1357,1361,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:17,81,,
Swallow-8B-bf16,bf16,1,F6-18,main,,20260905,1,machine,True,0.7907,36,2874.2,results_2line/raw/Swallow-8B-bf16/F6-18__main.txt,0.3488,0.0233,0.0,lines,移動,field,C-0075,,0,,,,,,,,,,1335,1332,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:17,81,,
Swallow-8B-bf16,bf16,1,F6-23,main,,20260905,1,machine,True,0.7037,22,1951.2,results_2line/raw/Swallow-8B-bf16/F6-23__main.txt,0.2963,0.037,0.0,lines,移動,field,,,0,,,,,,,,,,1349,1352,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:18,81,,
Swallow-8B-bf16,bf16,1,F6-24,main,,20260905,1,machine,True,0.8696,24,2042.9,results_2line/raw/Swallow-8B-bf16/F6-24__main.txt,0.3478,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1361,1367,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:19,81,,
Swallow-8B-bf16,bf16,1,F6-27,main,,20260905,1,machine,True,0.6667,26,2096.8,results_2line/raw/Swallow-8B-bf16/F6-27__main.txt,0.2222,0.037,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1357,1360,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:19,81,,
Swallow-8B-bf16,bf16,1,F6-26,main,,20260905,1,machine,True,0.7568,31,2441.0,results_2line/raw/Swallow-8B-bf16/F6-26__main.txt,0.3784,0.027,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1356,1359,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:20,81,,
Swallow-8B-bf16,bf16,1,F6-25,main,,20260905,1,machine,True,0.9388,41,3166.4,results_2line/raw/Swallow-8B-bf16/F6-25__main.txt,0.4286,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1358,1363,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:20,81,,
Swallow-8B-bf16,bf16,1,F6-31,main,,20260905,1,machine,True,0.6667,25,1753.5,results_2line/raw/Swallow-8B-bf16/F6-31__main.txt,0.2222,0.037,0.0,lines,購入,field,C-0003,,0,,,,,,,,,,1329,1335,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:20,81,,
Swallow-8B-bf16,bf16,1,F6-28,main,,20260905,1,machine,True,0.7568,31,2446.1,results_2line/raw/Swallow-8B-bf16/F6-28__main.txt,0.3784,0.027,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1357,1358,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:20,81,,
Swallow-8B-bf16,bf16,1,F6-30,main,,20260905,1,machine,True,0.7568,31,2426.3,results_2line/raw/Swallow-8B-bf16/F6-30__main.txt,0.3784,0.027,0.0,lines,移動,field,C-0001,,0,,,,,,,,,,1353,1358,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:20,81,,
Swallow-8B-bf16,bf16,1,F6-29,main,,20260905,1,machine,True,0.7568,31,2426.6,results_2line/raw/Swallow-8B-bf16/F6-29__main.txt,0.3784,0.027,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1357,1358,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:20,81,,
Swallow-8B-bf16,bf16,1,F6-32,main,,20260905,1,machine,True,0.6667,26,2093.7,results_2line/raw/Swallow-8B-bf16/F6-32__main.txt,0.2222,0.037,0.0,lines,購入,field,C-0006,,0,,,,,,,,,,1327,1331,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:21,81,,
Swallow-8B-bf16,bf16,1,F6-33,main,,20260905,1,machine,True,0.6538,23,1914.4,results_2line/raw/Swallow-8B-bf16/F6-33__main.txt,0.1923,0.0385,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1335,1340,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:21,81,,
Swallow-8B-bf16,bf16,1,F6-34,main,,20260905,1,machine,True,0.6538,23,1907.9,results_2line/raw/Swallow-8B-bf16/F6-34__main.txt,0.1923,0.0385,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1337,1340,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:22,81,,
Swallow-8B-bf16,bf16,1,F6-35,main,,20260905,1,machine,True,0.6667,25,2095.4,results_2line/raw/Swallow-8B-bf16/F6-35__main.txt,0.2222,0.037,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1334,1337,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:22,81,,
Swallow-8B-bf16,bf16,1,F6-36,main,,20260905,1,machine,True,0.7568,31,2501.2,results_2line/raw/Swallow-8B-bf16/F6-36__main.txt,0.3784,0.027,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1329,1336,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:22,81,,
Swallow-8B-bf16,bf16,1,F6-37,main,,20260905,1,machine,True,0.7568,31,2501.2,results_2line/raw/Swallow-8B-bf16/F6-37__main.txt,0.3784,0.027,0.0,lines,購入,field,C-0030,,0,,,,,,,,,,1334,1338,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:22,81,,
Swallow-8B-bf16,bf16,1,F6-39,main,,20260905,1,machine,True,0.7632,31,2453.1,results_2line/raw/Swallow-8B-bf16/F6-39__main.txt,0.3684,0.0263,0.0,lines,移動,field,C-0210,,0,,,,,,,,,,1336,1337,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:22,81,,
Swallow-8B-bf16,bf16,1,F6-38,main,,20260905,1,machine,True,0.7568,31,2453.4,results_2line/raw/Swallow-8B-bf16/F6-38__main.txt,0.3784,0.027,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1334,1339,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:22,81,,
Swallow-8B-bf16,bf16,1,F6-40,main,,20260905,1,machine,True,0.9,25,2061.7,results_2line/raw/Swallow-8B-bf16/F6-40__main.txt,0.3333,0.0,0.0,lines,手伝い,field,,,0,,,,,,,,,,1373,1385,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:23,81,,
Swallow-8B-bf16,bf16,1,F6-41,main,,20260905,1,machine,True,0.9,28,2226.6,results_2line/raw/Swallow-8B-bf16/F6-41__main.txt,0.4,0.0,0.0,lines,待機,field,,,0,,,,,,,,,,1375,1385,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:24,81,,
Swallow-8B-bf16,bf16,1,F6-42,main,,20260905,1,machine,True,0.9032,25,2005.3,results_2line/raw/Swallow-8B-bf16/F6-42__main.txt,0.4194,0.0,0.0,lines,手伝い,field,,,0,,,,,,,,,,1371,1381,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:24,81,,
Swallow-8B-bf16,bf16,1,F6-44,main,,20260905,1,machine,True,0.88,21,1714.1,results_2line/raw/Swallow-8B-bf16/F6-44__main.txt,0.36,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1327,1336,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:24,81,,
Swallow-8B-bf16,bf16,1,F6-43,main,,20260905,1,machine,True,0.9268,31,2406.5,results_2line/raw/Swallow-8B-bf16/F6-43__main.txt,0.439,0.0,0.0,lines,移動,field,,,0,,,,,,,,,,1333,1338,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:24,81,,
Swallow-8B-bf16,bf16,1,F6-45,main,,20260905,1,machine,True,0.9143,31,2344.8,results_2line/raw/Swallow-8B-bf16/F6-45__main.txt,0.3714,0.0,0.0,lines,会話,field,,,0,,,,,,,,,,1335,1337,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:25,81,,
Swallow-8B-bf16,bf16,2,F2-01,main,,20260905,0,machine,True,0.925,36,2630.7,results_2line/raw/Swallow-8B-bf16/F2-01__main.txt,0.475,0.0,0.0,lines,会話,fallback,,,0,,,False,True,,,,,,1265,1273,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:25,81,,
Swallow-8B-bf16,bf16,2,F2-05,main,,20260905,1,machine,True,0.8929,28,1858.9,results_2line/raw/Swallow-8B-bf16/F2-05__main.txt,0.3571,0.0,0.0,lines,断る,field,,,0,,True,True,True,,,,,,1163,1164,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:25,81,,
Swallow-8B-bf16,bf16,2,F2-02,main,,20260905,1,machine,True,0.9455,44,3091.2,results_2line/raw/Swallow-8B-bf16/F2-02__main.txt,0.4727,0.0,0.0,lines,断る,field,,,0,,True,True,False,,,,,,1152,1155,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:25,81,,
Swallow-8B-bf16,bf16,2,F2-04,main,,20260905,1,machine,True,0.9362,40,2546.8,results_2line/raw/Swallow-8B-bf16/F2-04__main.txt,0.5106,0.0,0.0,lines,断る,field,,,0,,,True,False,False,,,,,1163,1165,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:26,81,,
Swallow-8B-bf16,bf16,2,F2-06,main,,20260905,0,machine,True,0.9362,36,2239.8,results_2line/raw/Swallow-8B-bf16/F2-06__main.txt,0.4468,0.0,0.0,lines,会話,field,,,0,,,False,True,,,,,,1179,1172,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:26,81,,
Swallow-8B-bf16,bf16,2,F2-03,main,,20260905,1,machine,True,0.9375,55,3481.1,results_2line/raw/Swallow-8B-bf16/F2-03__main.txt,0.5469,0.0,0.0,lines,断る,field,,,0,,True,True,True,,,,,,1178,1177,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:26,81,,
